,filename,split,sentence
271,343.tif,train,"['a very wide river with some sands beside', 'there are some sandlands and grasslands beside deep green waters', 'some sandlands and grasslands beside deep green waters', 'there are deep green waters with some sandlands and grasslands beside', 'some sandlands and grasslands beside deep green waters']"
272,344.tif,train,"['a highway bridge across the wide river with some cars parked at the river bank', 'a highway bridge across the wide river with a parking lot at the river bank', 'there is a highway bridge across the waters with a parking lot at the river bank', 'a highway bridge across the wide river with a parking lot ar the river bank', 'there is a highway bridge across the waters with a parking lot at the bank']"
273,345.tif,train,"['a highway bridge across the wide river with some cars parked at the river bank', 'a highway bridge across the wide river with a parking lot at the river bank', 'there is a highway bridge across the waters with a parking lot at the river bank', 'a highway bridge across the wide river with a parking lot ar the river bank', 'there is a highway bridge across the waters with a parking lot at the bank']"
274,346.tif,train,"['a wide river with dark green waters with some plants an lawn beside', 'there are some plants and lawn beside the deep green waters', 'some green plants and lawn beside the deep green river', 'there are some plants and lawn beside the deep green waters', 'some green plants on the lawn with a river beside']"
275,347.tif,train,"['a wide river with some roads and a parking lot beside', 'there are many cars parked neatly in the parking lot while a wide river beside', 'a wide river with green waters with some roads and a parking lot beside', 'a wide river with green waters with some plants and a parking lot beside', 'many cars parked neatly in the parking lot while a wide river passed by']"
276,348.tif,train,"['a wide river with dark green waters with some plants an lawn beside', 'there are some plants and lawn beside the deep green waters', 'some green plants and lawn beside the deep green river', 'there are some plants and lawn beside the deep green waters', 'some green plants on the lawn with a river beside']"
277,349.tif,train,"['a small curved river flows through the dense woods', 'a small river flows through the dense woods', 'there are lots of plants on both sides of the river', 'lots of green plants are on both banks of a small river', 'there is a small curved river flows through the dense woods']"
278,35.tif,train,"['lots of houses with red and orange roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged densely while some roads go through this area', 'a residential area with houses densely arranged while many plants on the roadside', 'a residential area with houses arranged neatly']"
279,350.tif,train,"['a small curved river flows through the dense woods', 'a small river flows through the dense woods', 'there are lots of plants on both sides of the river', 'lots of green plants are on both banks of a small river', 'there is a small curved river flows through the dense woods']"
280,351.tif,train,"['a wide river with some roads and a parking lot beside', 'there are many cars parked neatly in the parking lot while a wide river beside', 'a wide river with green waters with some roads and a parking lot beside', 'a wide river with green waters with some plants and a parking lot beside', 'many cars parked neatly in the parking lot while a wide river passed by']"
281,352.tif,val,"['there are some algae on the river with some plants and lawn beside', 'some algae float on the waters with some plants beside', 'there is a river with deep green waters while some algae float on the waters', 'there is a river with deep green waters while some algae float on the waters', 'a river with deep green waters while some algae float on the waters']"
282,353.tif,val,"['a river with deep green waters while a highway bridge across the waters', 'a highway bridge across the a river with some plants beside', 'there is a highway bridge across the waters while some plants beside', 'there are many green plants surrounded the water while a highway bridge across the waters', 'there is a highway bridge across the waters']"
283,354.tif,val,"['a river with deep green water while some plants beside', 'many plants on the bank of a wide river', 'this is a river with many plants on the bank', 'a river with deep green water while some plants beside', 'lots of plants beside the river']"
284,355.tif,val,"['this is a wide river go through the residential area with many houses on the bank of the river', 'some houses arranged neatly on the banks of the river', 'a wide river with dark green waters goes through a residential area', 'there are many buildings on the banks of the curved river', 'a river with dark green waters goes through a residential area']"
285,356.tif,test,"['a wide river with deep green waters and some boats on it', 'there are some white boats on the river with some houses on the bank', 'some small boats on the river with some houses on the bank', 'there are some small boats on the wide river with some houses on the bank', 'a wide river with deep green waters and some boats on it']"
286,357.tif,test,"['a wide river with deep green waters and some boats on it', 'there are some white boats on the river with some houses on the bank', 'some small boats on the river with some houses on the bank', 'there are some small boats on the wide river with some houses on the bank', 'a wide river with deep green waters and some boats on it']"
287,358.tif,test,"['there are some algae on the river with some plants and lawn beside', 'some algae float on the waters with some plants beside', 'there is a river with deep green waters while some algae float on the waters', 'there is a river with deep green waters while some algae float on the waters', 'a river with deep green waters while some algae float on the waters']"
288,359.tif,test,"['a river goes through a industrial area with many white buildings on the banks of the river', 'there are many white buildings on the banks of a river', 'lots of white buildings are on the bankes of a curved river', 'there are many white buildings on the banks of a curved river', 'a river goes through the industrial area with white bulidings on both sides of the river']"
289,36.tif,train,"['lots of houses with different colors of roofs arranged neatly', 'a residential area with houses arranged neatly while a railway go through this area', 'a town with many houses densely arranged and some roads and railways go through this area', 'there are many houses arranged neatly while a railway go through this area', 'a residential area with houses densely arranged while a railway go through this area']"
290,360.tif,train,"['this is a part of ocean with deep green waters', 'a part of ocean with deep green waters and some containers beside', 'deep green waters with some containers beside', 'a part of ocean with deep green waters and some containers beside', 'a part of ocean with deep green waters and some containers beside']"
291,361.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
292,362.tif,train,"['this is a part of deep green sparkling sea with a highway beside', 'a part of ocean with deep green waters while a highway passed by', 'this is a part of deep green sparkling sea while a highway passed by', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea with a highway passed by']"
293,363.tif,train,"['this is a part of deep green sparkling sea with a white boat on it', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea with a sand beach beside', 'this is a part of deep green sparkling sea with a sand beach beside', 'this is a part of deep green sparkling sea with a white sand beach beside']"
294,364.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
295,365.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
296,366.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
297,367.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
298,368.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
299,369.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
300,37.tif,train,"['lots of houses with different colors of roofs arranged neatly', 'a residential area with houses arranged neatly while a railway go through this area', 'a town with many houses densely arranged and some roads and railways go through this area', 'there are many houses arranged neatly while a railway go through this area', 'a residential area with houses densely arranged while a railway go through this area']"
301,370.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
302,371.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
303,372.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
304,373.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
305,374.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
306,375.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
307,376.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
308,377.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
309,378.tif,train,"['a part of deep green ocean with a highway passed by', 'a part of ocean with deep green water while a highway passed by', 'there is a highway passed by the deep green ocean', 'a part of ocean with deep green water while a highway passed by', 'there is a highway beside the deep green ocean']"
310,379.tif,train,"['a part of ocean with green sparkling water while a sand beach beside', 'a white sand beach with deep green waters beside', 'this is a part of ocean with deep green waters and a sand white beach beside', 'a part of ocean with deep green sparkling water and a sand beach beside', 'this is a part of ocean with a sand beach beside']"
311,38.tif,train,"['lots of houses with different colors of roofs arranged neatly', 'a residential area with houses arranged neatly while a railway go through this area', 'a town with many houses densely arranged and some roads and railways go through this area', 'there are many houses arranged neatly while a railway go through this area', 'a residential area with houses densely arranged while a railway go through this area']"
312,380.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
313,381.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
314,382.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
315,383.tif,train,"['this is a part of deep green sparkling sea ', 'a part of ocean with deep green waters and a white ship in it', 'there is a white ship in the deep green sparkling ocean', 'this is a part of deep green sparkling sea with a white ship in it', 'a part of ocean with deep green sparkling water and a white ship in it']"
316,384.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
317,385.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea', 'this is a part of deep green sparkling sea']"
318,386.tif,train,"['a part of deep green ocean with a highway beside', 'there is a highway passed by the deep green ocean', 'a part of deep green ocean with a highway beside', 'a part of deep green ocean with a highway passed by', 'there is a highway passed by the deep green ocean']"
319,387.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters with two small boats on it', 'this is a part of deep green sparkling sea with two very small boats on it', 'there are two very small boats on the deep green sparkling sea', 'two very small boats are on the deep green sparkling water']"
320,388.tif,train,"['a part of ocean with green sparkling water while a sand beach beside', 'a white sand beach with deep green waters beside', 'this is a part of ocean with deep green waters and a sand white beach beside', 'a part of ocean with deep green sparkling water and a sand beach beside', 'this is a part of ocean with a sand beach beside']"
321,389.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters with two small boats on it', 'this is a part of deep green sparkling sea with two very small boats on it', 'there are two very small boats on the deep green sparkling sea', 'two very small boats are on the deep green sparkling water']"
322,39.tif,train,"['many houses with different coluors of roofs arranged neatly', 'a residential area with many houses arranged neatly and some industial houses beside', 'a town with many houses arranged densely while some cars on the roads', 'this is a residential area with houses arranged densely while many plants on the roadside', 'a residential area with houses arranged densely']"
323,390.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'a part of deep green shining ocean', 'this is a part of deep shining ocean']"
324,391.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'a part of deep green shining ocean', 'this is a part of deep shining ocean']"
325,392.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'a part of deep green shining ocean', 'this is a part of deep shining ocean']"
326,393.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'a part of deep green shining ocean', 'this is a part of deep shining ocean']"
327,394.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of deep green sparkling sea', 'a part of deep green shining ocean', 'this is a part of deep shining ocean']"
328,395.tif,train,"['a part of deep green ocean with a highway beside', 'there is a highway passed by the deep green ocean', 'a part of deep green ocean with a highway beside', 'a part of deep green ocean with a highway passed by', 'there is a highway passed by the deep green ocean']"
329,396.tif,train,"['a part of ocean with dark water', 'there is a part of ocean with dark waters', 'a part of ocean with dark waters', 'this is a part of ocean with dark water', 'a part of ocean with dark water']"
330,397.tif,train,"['a part of ocean with dark water', 'there is a part of ocean with dark waters', 'a part of ocean with dark waters', 'this is a part of ocean with dark water', 'a part of ocean with dark water']"
331,398.tif,train,"['a part of ocean with dark water', 'there is a part of ocean with dark waters', 'a part of ocean with dark waters', 'this is a part of ocean with dark water', 'a part of ocean with dark water']"
332,399.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
333,4.tif,train,"['lots of houses with red and orange roofs arranged in lines', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged in lines while some cars on the roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged neatly']"
334,40.tif,train,"['many houses with different coluors of roofs arranged neatly', 'a residential area with many houses arranged neatly and some industial houses beside', 'a town with many houses arranged densely while some cars on the roads', 'this is a residential area with houses arranged densely while many plants on the roadside', 'a residential area with houses arranged densely']"
335,400.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
336,401.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
337,402.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
338,403.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
339,404.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
340,405.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
341,406.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
342,407.tif,train,"['a part of ocean with dark water', 'there is a part of ocean with dark waters', 'a part of ocean with dark waters', 'this is a part of ocean with dark water', 'a part of ocean with dark water']"
343,408.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
344,409.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
345,41.tif,train,"['lots of houses with different colors of roofs arranged neatly and a piece of lawn beside', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged neatly and a piece of lawn beside', 'a residential area with houses arranged neatly while many plants on the roadside', 'this is a residential area with houses arranged neatly and a piece of lawn beside']"
346,410.tif,train,"['a part of ocean with dark water with many orange boats on it', 'there is a part of ocean with dark waters with many red boats on it', 'a part of ocean with dark waters with many orange boats on it while a snad beach beside', 'this is a part of ocean with dark water with a sand beach beside', 'a part of ocean with dark water with many orange boats on it']"
347,411.tif,train,"['a part of ocean with deep green sparkling water', 'this is a part of ocean with deep green sparkling water', 'a part of ocean with deep green sparkling water', 'this is a part of ocean with deep green sparkling water', 'a part of ocean with deep green sparkling water']"
348,412.tif,train,"['a part of ocean with deep green sparkling water', 'this is a part of ocean with deep green sparkling water', 'a part of ocean with deep green sparkling water', 'this is a part of ocean with deep green sparkling water', 'a part of ocean with deep green sparkling water']"
349,413.tif,train,"['a part of ocean with deep green sparkling water', 'this is a part of ocean with deep green sparkling water', 'a part of ocean with deep green sparkling water', 'this is a part of ocean with deep green sparkling water', 'a part of ocean with deep green sparkling water']"
350,414.tif,train,"['a part of ocean with deep green sparkling water and a red line in the middle', 'this is a part of ocean with deep green sparkling water and a red line in the middle', 'a part of ocean with deep green sparkling water and a red line in the middle', 'this is a part of ocean with deep green sparkling water', 'a part of ocean with deep green sparkling water and a red line in the middle']"
351,415.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
352,416.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
353,417.tif,train,"['a speedboat goes through the waters with white waves behind', 'this is a sppedboat going through the deep green ocean with white waves behind', 'a small speedboats goes through the deep green waters makes some white waves', 'there is a speedboat going through the ocean and making some white waves', 'a speedboat goes through the deep green ocean makes some white waves']"
354,418.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
355,419.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
356,42.tif,train,"['this is a residential area with many houses arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged with some raods go through this area', 'a residential area with houses arranged neatly while many plants on the roadside', 'this is a residential area with houses desnsely arranged']"
357,420.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
358,421.tif,train,"['this is a part of deep green sparkling sea with a white line in the middle', 'a part of ocean with deep green waters and a white line in the middle', 'this is a part of ocean with deep green water and a white line in the middle', 'this is a part of deep green sparkling sea with a white line in the middle', 'this is a part of ocean with deep green water shining']"
359,422.tif,train,"['this is a part of deep green sparkling sea with a white line in the middle', 'a part of ocean with deep green waters and a white line in the middle', 'this is a part of ocean with deep green water and a white line in the middle', 'this is a part of deep green sparkling sea with a white line in the middle', 'this is a part of ocean with deep green water shining']"
360,423.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green sparkling waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
361,424.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green sparkling waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
362,425.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green sparkling waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
363,426.tif,train,"['this is a part of deep green sparkling sea with a red line at the corner', 'a part of ocean with deep green waters a red line at the corner', 'this is a part of ocean with deep green water and a red line at the corner', 'this is a part of deep green sparkling sea a red line at the corner', 'this is a part of ocean with deep green water shining']"
364,427.tif,train,"['this is a part of deep green sparkling sea with a red line at the corner', 'a part of ocean with deep green waters a red line at the corner', 'this is a part of ocean with deep green water and a red line at the corner', 'this is a part of deep green sparkling sea a red line at the corner', 'this is a part of ocean with deep green water shining']"
365,428.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
366,429.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
367,43.tif,train,"['this is a residential area with many houses arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged with some raods go through this area', 'a residential area with houses arranged neatly while many plants on the roadside', 'this is a residential area with houses desnsely arranged']"
368,430.tif,train,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
369,431.tif,train,"['this is a part of deep green sparkling sea with a highway on the beach', 'a part of ocean with deep green waters and a beach beside', 'this is a part of ocean with deep green water and a highway on the beach', 'this is a part of deep green sparkling sea with a highway on the beach', 'this is a part of ocean with deep green water shining']"
370,432.tif,train,"['this is a part of deep green sparkling sea with a straight highway on the beach', 'a part of ocean with deep green waters and a beach beside', 'this is a part of ocean with deep green water and a straight highway on the beach', 'this is a part of deep green sparkling sea with a straight highway on the beach', 'this is a part of ocean with deep green water shining and a straight highway on the beach']"
371,433.tif,train,"['this is a part of deep green sparkling sea with two speedboats on the ocean', 'a part of ocean with deep green waters and two small speedboats on the waters', 'this is a part of ocean with deep green water and two small speedboats on the waters', 'this is a part of deep green sparkling sea with two small speedboats on the waters', 'this is a part of ocean with deep green water shining and two small speedboats on the waters']"
372,434.tif,val,"['this is a part of deep green sea', 'a part of ocean with deep green waters', 'this is a part of ocean with dark water', 'this is a part of deep green sea', 'this is a part of ocean with dark water']"
373,435.tif,val,"['this is a part of deep green sea', 'a part of ocean with deep green waters', 'this is a part of ocean with dark water', 'this is a part of deep green sea', 'this is a part of ocean with dark water']"
374,436.tif,val,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green sparkling waters', 'this is a part of ocean with deep green sparkling water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
375,437.tif,val,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green sparkling waters', 'this is a part of ocean with deep green sparkling water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
376,438.tif,val,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green sparkling waters', 'this is a part of ocean with deep green sparkling water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
377,439.tif,val,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green sparkling waters', 'this is a part of ocean with deep green sparkling water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
378,44.tif,train,"['this is a residential area with many houses arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged with some raods go through this area', 'a residential area with houses arranged neatly while many plants on the roadside', 'this is a residential area with houses desnsely arranged']"
379,440.tif,val,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters and a red line in the middle', 'this is a part of ocean with deep green water with a red line in the middle', 'this is a part of deep green sparkling sea with a red line in the middle', 'this is a part of ocean with deep green water shining and a red line in the middle']"
380,441.tif,val,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
381,442.tif,val,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
382,443.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
383,444.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
384,445.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
385,446.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
386,447.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
387,448.tif,test,"['this is a part of deep green sparkling sea with a highway beside', 'a part of ocean with deep green waters and a highway beside', 'this is a part of ocean with deep green water and a highway beside', 'this is a part of deep green sparkling sea with a highway beside', 'this is a part of ocean with deep green water shining and a highway beside']"
388,449.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
389,45.tif,train,"['this is a residential area with many houses arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged with some raods go through this area', 'a residential area with houses arranged neatly while many plants on the roadside', 'this is a residential area with houses desnsely arranged']"
390,450.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
391,451.tif,test,"['this is a part of deep green sparkling sea', 'a part of ocean with deep green waters', 'this is a part of ocean with deep green water', 'this is a part of deep green sparkling sea', 'this is a part of ocean with deep green water shining']"
392,452.tif,train,"['an industrial area with many white buildings and some roads go through this area', 'this is an industrial area with some different white buildings', 'an industrial area with many white buildings and some roads go through this area', 'some roads with plants on the roadside go through the industrial area', 'there are some white buildings in the industrial area with some roads go through']"
393,453.tif,train,"['an industrial area with many white buildings and some roads go through this area', 'this is an industrial area with some different white buildings', 'an industrial area with many white buildings and some roads go through this area', 'some roads with plants on the roadside go through the industrial area', 'there are some white buildings in the industrial area with some roads go through']"
394,454.tif,train,"['an industrial area with many white buildings and some roads go through this area', 'this is an industrial area with some different white buildings', 'an industrial area with many white buildings and some roads go through this area', 'some roads with plants on the roadside go through the industrial area', 'there are some white buildings in the industrial area with some roads go through']"
395,455.tif,train,"['an industrial area with many white buildings and a railway passed by', 'this is an industrial area with some different white buildings', 'an industrial area with many white buildings and a railway passed by', 'a railway passes by the industrial area', 'there are some white buildings in the industrial area with a railway passed by']"
396,456.tif,train,"['this is an industrial area with many white buildings and some plants beside', 'there is a lawn and some plants beside the industrial area', 'an industrial area with many white houses while some green plants beside', 'an industrial area with lots of white houses while a lawn beside', 'some plants and a lawn beside an industrial area']"
397,457.tif,train,"['an industrial area with many white buildings and some roads go through this area', 'this is an industrial area with some different white buildings', 'an industrial area with many white buildings and some roads go through this area', 'some roads with plants on the roadside go through the industrial area', 'there are some white buildings in the industrial area with some roads go through']"
398,458.tif,train,"['an industrial area with many white buildings and some roads go through this area', 'this is an industrial area with some different white buildings', 'an industrial area with many white buildings and some roads go through this area', 'some roads with plants on the roadside go through the industrial area', 'there are some white buildings in the industrial area with some roads go through']"
399,459.tif,train,"['this is an industrial area with many white buildings and some plants beside', 'there is a lawn and some plants beside the industrial area', 'an industrial area with many white houses while some green plants beside', 'an industrial area with lots of white houses while a lawn beside', 'some plants and a lawn beside an industrial area']"
400,46.tif,train,"['this is a residential area with many houses arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged with some raods go through this area', 'a residential area with houses arranged neatly while many plants on the roadside', 'this is a residential area with houses desnsely arranged']"
401,460.tif,train,"['an industrial area with many white buildings and warehouses in it', 'some white buildings and warehouses in the industrial area while some raods go through', 'there are some white buildings and warehouses in the industrial', 'an industrial area with some buildings and warehouses in it', 'some roads go through the industrial area']"
402,461.tif,train,"['an industrial area with many white buildings and warehouses in it', 'some white buildings and warehouses in the industrial area while some raods go through', 'there are some white buildings and warehouses in the industrial', 'an industrial area with some buildings and warehouses in it', 'some roads go through the industrial area']"
